,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),측정시간
4174,23.0,,2.4,230.0,74.0,20.8,18.1,995.5,1005.2,,,,,,,9.0,473,22.6,26.1,27.5,26.6,25.1,2023-12-14 22:00:00
4175,22.5,,2.7,230.0,77.0,20.9,18.2,995.7,1005.5,,,,,,,,396,21.9,25.4,26.9,26.4,25.2,2023-12-14 23:00:00
4176,22.0,,1.6,270.0,81.0,21.3,18.5,995.7,1005.5,,,,,6.0,St,4.0,374,21.2,24.8,26.4,26.2,25.2,2023-12-15 00:00:00
4177,21.5,,1.3,290.0,83.0,21.2,18.4,995.9,1005.7,,,,,,,7.0,345,20.4,24.2,26.0,26.0,25.2,2023-12-15 01:00:00
4178,20.9,,1.8,270.0,87.0,21.4,18.6,995.8,1005.6,,,,,,,2.0,222,19.9,23.7,25.6,25.8,25.1,2023-12-15 02:00:00
4179,20.6,,0.8,320.0,91.0,22.0,19.0,996.0,1005.9,,,,,6.0,St,5.0,194,19.5,23.4,25.2,25.6,25.1,2023-12-15 03:00:00
4180,20.5,,0.8,270.0,90.0,21.6,18.7,996.3,1006.2,,,,,7.0,St,3.0,223,19.1,22.9,24.9,25.4,25.0,2023-12-15 04:00:00
4181,20.3,,1.0,270.0,87.0,20.6,18.0,997.1,1007.0,,,,,6.0,St,2.0,251,19.0,22.6,24.6,25.2,24.9,2023-12-15 05:00:00
4182,20.2,,2.0,270.0,87.0,20.5,17.9,997.8,1007.7,0.0,0.01,,,10.0,St,2.0,255,20.9,22.6,24.3,25.0,24.8,2023-12-15 06:00:00
4183,20.5,,0.8,250.0,82.0,19.7,17.3,998.2,1008.1,0.0,0.16,,,10.0,St,3.0,338,22.9,22.9,24.1,24.8,24.7,2023-12-15 07:00:00
4184,21.3,,0.7,200.0,78.0,19.7,17.3,998.5,1008.4,0.1,0.51,,,9.0,St,3.0,351,25.6,23.6,24.2,24.6,24.6,2023-12-15 08:00:00
4185,23.1,,1.9,200.0,68.0,19.1,16.8,998.7,1008.5,0.9,1.64,,,0.0,,,482,33.4,25.0,24.3,24.5,24.5,2023-12-15 09:00:00
4186,25.0,,1.5,230.0,60.0,18.9,16.6,998.6,1008.3,1.0,2.33,,,0.0,,,570,41.0,27.2,24.7,24.4,24.3,2023-12-15 10:00:00
4187,27.1,,2.1,200.0,52.0,18.5,16.3,998.5,1008.1,1.0,2.82,,,0.0,,,557,46.8,29.8,25.6,24.5,24.2,2023-12-15 11:00:00
4188,28.9,,2.3,230.0,40.0,15.9,13.9,998.3,1007.9,1.0,3.15,,,0.0,,,809,52.1,32.2,26.8,24.7,24.3,2023-12-15 12:00:00
4189,30.6,,2.7,250.0,31.0,13.6,11.5,997.4,1006.9,1.0,3.24,,,0.0,,,1240,54.7,34.2,28.0,25.0,24.2,2023-12-15 13:00:00
4190,31.6,,2.9,270.0,34.0,15.8,13.8,997.1,1006.6,1.0,3.12,,,0.0,,,1050,55.2,35.6,29.1,25.4,24.3,2023-12-15 14:00:00
4191,31.8,,3.4,270.0,31.0,14.5,12.5,997.1,1006.6,1.0,2.85,,,0.0,,,1400,54.0,36.2,30.0,25.8,24.4,2023-12-15 15:00:00
4192,31.3,,3.2,290.0,32.0,14.6,12.6,997.4,1006.9,1.0,2.38,,,0.0,,,1427,50.0,35.8,30.6,26.3,24.6,2023-12-15 16:00:00
4193,30.9,,2.5,290.0,34.0,15.2,13.2,997.2,1006.7,1.0,1.79,,,0.0,,,1640,44.9,34.8,30.9,26.7,24.7,2023-12-15 17:00:00
4194,29.8,,3.3,270.0,35.0,14.6,12.6,997.7,1007.3,1.0,1.15,,,1.0,Ci,,1805,35.1,33.3,30.8,27.1,25.0,2023-12-15 18:00:00
4195,27.8,,2.7,290.0,41.0,15.3,13.3,998.1,1007.7,0.9,0.45,,,,,,1990,29.9,31.1,30.5,27.3,25.2,2023-12-15 19:00:00
4196,26.1,,1.9,230.0,49.0,16.5,14.5,998.7,1008.4,0.2,0.1,,,,,,1960,26.0,29.4,29.8,27.4,25.4,2023-12-15 20:00:00
4197,24.5,,1.7,290.0,71.0,21.7,18.8,999.2,1008.9,,,,,9.0,Ci,,1295,24.2,27.9,29.1,27.4,25.5,2023-12-15 21:00:00
4198,23.9,,0.8,270.0,72.0,21.3,18.5,1000.0,1009.7,,,,,,,,1098,22.9,26.9,28.5,27.3,25.6,2023-12-15 22:00:00
4199,23.3,,2.0,290.0,75.0,21.4,18.6,1000.2,1010.0,,,,,,,,890,22.2,26.1,27.8,27.1,25.6,2023-12-15 23:00:00
4200,22.9,,0.6,290.0,79.0,22.0,19.0,1000.1,1009.9,,,,,6.0,Ci,,715,21.4,25.4,27.3,26.9,25.6,2023-12-16 00:00:00
4201,22.5,,1.1,320.0,80.0,21.7,18.8,1000.5,1010.3,,,,,,,,619,20.9,24.8,26.8,26.7,25.6,2023-12-16 01:00:00
4202,22.3,,0.8,270.0,80.0,21.4,18.6,1000.9,1010.7,,,,,,,,709,20.6,24.3,26.3,26.4,25.6,2023-12-16 02:00:00
4203,22.0,,0.5,250.0,83.0,21.8,18.9,1000.7,1010.5,,,,,4.0,Ci,,684,20.1,23.9,25.9,26.2,25.5,2023-12-16 03:00:00
4204,21.8,,0.7,20.0,82.0,21.3,18.5,1000.5,1010.3,,,,,4.0,Ci,,702,20.0,23.6,25.6,26.0,25.5,2023-12-16 04:00:00
4205,21.5,,0.3,0.0,84.0,21.4,18.6,1000.6,1010.5,,,,,8.0,Ci,,569,20.0,23.3,25.3,25.8,25.4,2023-12-16 05:00:00
4206,21.3,,0.7,20.0,81.0,20.4,17.8,1000.9,1010.8,0.0,0.05,,,8.0,Ci,,604,20.6,23.1,25.0,25.6,25.3,2023-12-16 06:00:00
4207,22.1,,0.3,0.0,74.0,19.6,17.2,1001.2,1011.0,0.0,0.37,,,8.0,Ci,,830,23.6,23.5,24.8,25.4,25.1,2023-12-16 07:00:00
4208,23.8,,0.9,50.0,66.0,19.4,17.0,1001.5,1011.2,0.4,0.74,,,6.0,Ci,,960,27.1,24.4,24.8,25.2,25.0,2023-12-16 08:00:00
4209,25.4,,1.0,50.0,61.0,19.7,17.3,1001.4,1011.2,0.7,1.28,,,9.0,Ci,,1079,31.0,26.0,25.0,25.1,24.9,2023-12-16 09:00:00
4210,26.4,,0.9,160.0,55.0,18.9,16.6,1001.0,1010.7,0.1,1.16,,,9.0,Ci,,901,35.3,26.9,25.4,25.1,24.9,2023-12-16 10:00:00
4211,27.8,,1.3,230.0,46.0,17.2,15.1,1000.9,1010.5,0.4,1.77,,,8.0,Cc,,912,43.6,28.3,25.8,25.0,24.7,2023-12-16 11:00:00
4212,29.8,,2.1,180.0,42.0,17.6,15.5,1001.1,1010.7,1.0,2.9,,,8.0,Cc,,1220,50.9,31.2,26.6,25.1,24.7,2023-12-16 12:00:00
4213,31.2,,2.0,270.0,36.0,16.3,14.3,1000.5,1010.0,1.0,2.91,,,8.0,Ci,,1022,52.6,33.6,27.7,25.3,24.7,2023-12-16 13:00:00
4214,32.3,,1.8,200.0,35.0,16.8,14.8,1000.0,1009.5,1.0,2.71,,,7.0,Ci,,982,53.1,34.9,28.8,25.6,24.7,2023-12-16 14:00:00
4215,32.7,,1.7,290.0,31.0,15.3,13.3,999.8,1009.3,1.0,2.3,,,8.0,Ci,,1243,49.6,35.3,29.6,26.0,24.8,2023-12-16 15:00:00
4216,32.2,,2.8,290.0,39.0,18.6,16.4,999.4,1008.9,0.8,1.74,,,8.0,Ci,,928,47.4,34.6,30.2,26.4,24.9,2023-12-16 16:00:00
4217,31.5,,2.3,290.0,42.0,19.4,17.0,999.4,1008.9,0.9,1.36,,,8.0,Ci,,990,40.8,34.1,30.4,26.7,25.0,2023-12-16 17:00:00
4218,30.7,,1.6,290.0,43.0,18.9,16.6,999.4,1009.0,0.5,0.74,,,8.0,Ci,,931,35.7,32.7,30.4,27.0,25.2,2023-12-16 18:00:00
4219,29.8,,1.5,290.0,45.0,18.8,16.5,999.6,1009.2,0.0,0.32,,,,,,956,31.2,31.2,30.1,27.2,25.4,2023-12-16 19:00:00
4220,28.8,,1.1,290.0,54.0,21.3,18.5,999.6,1009.2,0.0,0.09,,,,,,964,27.8,29.8,29.7,27.3,25.5,2023-12-16 20:00:00
4221,27.9,,0.5,20.0,55.0,20.6,18.0,999.4,1009.0,,,,,9.0,Ci,,1083,26.1,28.6,29.2,27.4,25.6,2023-12-16 21:00:00
4222,27.4,,0.3,0.0,55.0,20.0,17.5,999.3,1008.9,,,,,,,58.0,1001,25.9,27.8,28.6,27.3,25.7,2023-12-16 22:00:00
4223,27.2,,0.7,340.0,55.0,19.7,17.3,999.8,1009.5,,,,,,,57.0,920,25.4,27.2,28.1,27.2,25.8,2023-12-16 23:00:00
4224,26.9,,1.5,250.0,61.0,21.6,18.7,999.2,1008.9,,,,,9.0,AcCi,49.0,805,25.2,26.8,27.7,27.0,25.7,2023-12-17 00:00:00
4225,26.7,,1.8,250.0,50.0,17.5,15.4,999.4,1009.1,,,,,,,11.0,884,24.7,26.6,27.4,26.8,25.7,2023-12-17 01:00:00
4226,26.1,,1.7,250.0,51.0,17.2,15.1,999.4,1009.1,,,,,,,49.0,760,24.4,26.3,27.1,26.7,25.7,2023-12-17 02:00:00
4227,25.4,0.0,1.1,230.0,50.0,16.2,14.2,998.7,1008.4,,,,,10.0,ScAs,10.0,870,23.9,25.9,26.8,26.5,25.7,2023-12-17 03:00:00
4228,24.7,0.0,1.0,320.0,49.0,15.2,13.2,998.1,1007.8,,,,,10.0,ScAs,10.0,1293,23.4,25.6,26.6,26.4,25.7,2023-12-17 04:00:00
4229,23.7,0.1,0.9,290.0,64.0,18.6,16.4,998.7,1008.4,,,,,10.0,ScAs,10.0,876,21.6,25.0,26.3,26.3,25.6,2023-12-17 05:00:00
4230,22.5,0.4,0.8,20.0,83.0,22.5,19.4,998.8,1008.6,0.0,0.0,,,10.0,StNs,8.0,537,21.4,24.5,26.0,26.1,25.5,2023-12-17 06:00:00
4231,21.2,1.5,0.8,140.0,87.0,21.8,18.9,997.4,1007.2,0.0,0.03,,,10.0,StNs,8.0,376,21.0,24.2,25.8,26.0,25.5,2023-12-17 07:00:00
4232,20.8,3.5,1.0,50.0,94.0,22.9,19.7,998.1,1008.0,0.0,0.05,,,10.0,StNs,8.0,159,20.9,23.6,25.5,25.8,25.4,2023-12-17 08:00:00
4233,20.3,6.5,1.1,110.0,96.0,22.8,19.6,996.9,1006.8,0.0,0.06,,,10.0,StNs,8.0,143,20.9,22.6,25.1,25.6,25.3,2023-12-17 09:00:00
4234,20.3,9.5,1.0,90.0,97.0,23.1,19.8,996.1,1006.0,0.0,0.12,,,10.0,StNs,1.0,103,20.8,22.2,24.4,25.4,25.3,2023-12-17 10:00:00
4235,20.4,16.0,1.4,90.0,97.0,23.2,19.9,996.2,1006.1,0.0,0.09,,,10.0,StNs,1.0,129,20.7,21.4,23.4,25.1,25.2,2023-12-17 11:00:00
4236,20.5,5.0,1.8,90.0,97.0,23.4,20.0,994.8,1004.7,0.0,0.15,,,10.0,StNs,2.0,257,21.1,21.8,23.2,24.6,25.0,2023-12-17 12:00:00
4237,20.5,14.5,1.2,90.0,97.0,23.4,20.0,994.2,1004.1,0.0,0.11,,,10.0,StNs,1.0,338,21.0,21.2,22.7,24.2,24.8,2023-12-17 13:00:00
4238,21.0,2.5,0.7,90.0,97.0,24.0,20.4,992.7,1002.5,0.0,0.26,,,10.0,StNs,2.0,381,22.1,21.9,22.7,23.9,24.6,2023-12-17 14:00:00
4239,21.5,4.5,0.6,360.0,97.0,24.7,20.9,991.2,1001.0,0.0,0.21,,,10.0,StNs,2.0,311,22.5,22.1,22.8,23.8,24.4,2023-12-17 15:00:00
4240,23.3,1.0,3.4,180.0,96.0,27.4,22.6,990.3,1000.0,0.0,0.08,,,10.0,StNs,2.0,441,22.9,22.6,22.9,23.7,24.3,2023-12-17 16:00:00
4241,24.0,2.0,5.0,200.0,95.0,28.3,23.1,989.3,998.9,0.0,0.07,,,10.0,StNs,2.0,362,23.3,23.0,23.0,23.6,24.1,2023-12-17 17:00:00
4242,24.1,1.0,4.4,200.0,95.0,28.4,23.2,988.8,998.4,0.0,0.03,,,10.0,StNs,2.0,261,23.4,23.2,23.2,23.6,24.0,2023-12-17 18:00:00
4243,24.2,1.5,4.7,230.0,94.0,28.3,23.1,989.3,998.9,0.0,0.03,,,10.0,StNs,2.0,242,23.4,23.4,23.3,23.6,23.9,2023-12-17 19:00:00
4244,24.1,0.5,4.5,230.0,94.0,28.1,23.0,989.5,999.1,0.0,0.0,,,10.0,ScAs,5.0,214,23.2,23.4,23.4,23.6,23.9,2023-12-17 20:00:00
4245,23.5,1.5,4.6,230.0,94.0,27.1,22.4,989.6,999.2,,,,,10.0,ScAs,5.0,227,22.8,23.4,23.5,23.6,23.8,2023-12-17 21:00:00
4246,22.4,0.0,4.1,250.0,95.0,25.6,21.5,990.3,1000.0,,,,,10.0,ScAs,5.0,222,22.3,23.2,23.5,23.6,23.8,2023-12-17 22:00:00
4247,21.6,0.0,4.3,230.0,89.0,22.9,19.7,990.1,999.9,,,,,9.0,Sc,8.0,698,21.5,22.9,23.4,23.6,23.8,2023-12-17 23:00:00
4248,20.5,,3.7,230.0,94.0,22.5,19.4,990.4,1000.2,,,,,10.0,ScAs,9.0,896,20.7,22.5,23.3,23.6,23.7,2023-12-18 00:00:00
4249,20.0,0.1,3.0,230.0,96.0,22.4,19.3,991.0,1000.9,,,,,10.0,ScAs,4.0,182,20.5,22.1,23.2,23.6,23.7,2023-12-18 01:00:00
4250,19.6,0.4,2.6,250.0,97.0,22.1,19.1,991.1,1000.9,,,,,10.0,StNs,3.0,201,20.3,21.9,23.0,23.5,23.7,2023-12-18 02:00:00
4251,19.4,0.0,2.9,200.0,97.0,21.8,18.9,990.9,1000.7,,,,,10.0,StNs,3.0,282,20.1,21.6,22.8,23.4,23.6,2023-12-18 03:00:00
4252,19.2,0.5,1.0,270.0,97.0,21.6,18.7,990.8,1000.6,,,,,10.0,St,1.0,217,20.0,21.4,22.7,23.3,23.6,2023-12-18 04:00:00
4253,19.1,0.0,1.2,200.0,97.0,21.4,18.6,991.3,1001.1,,,,,10.0,St,1.0,402,20.0,21.4,22.5,23.3,23.5,2023-12-18 05:00:00
4254,19.2,0.0,1.5,180.0,97.0,21.6,18.7,991.4,1001.2,0.0,0.0,,,10.0,St,1.0,157,20.1,21.3,22.4,23.2,23.5,2023-12-18 06:00:00
4255,19.3,0.0,1.0,250.0,98.0,21.8,18.9,991.6,1001.4,0.0,0.06,,,10.0,St,1.0,188,20.6,21.4,22.3,23.1,23.4,2023-12-18 07:00:00
4256,19.7,0.0,1.5,230.0,97.0,22.2,19.2,992.6,1002.4,0.0,0.25,,,10.0,St,1.0,200,21.8,21.7,22.3,23.0,23.4,2023-12-18 08:00:00
4257,20.0,0.0,1.6,230.0,96.0,22.4,19.3,992.9,1002.8,0.0,0.39,,,10.0,St,1.0,287,22.8,22.1,22.4,23.0,23.3,2023-12-18 09:00:00
4258,21.4,0.0,1.1,250.0,85.0,21.6,18.7,992.4,1002.2,0.2,1.34,,,9.0,Sc,3.0,596,27.4,23.5,22.6,22.9,23.2,2023-12-18 10:00:00
4259,23.4,,1.3,270.0,73.0,20.9,18.2,993.0,1002.7,0.9,2.38,,,8.0,Sc,4.0,827,31.2,26.0,23.2,22.9,23.2,2023-12-18 11:00:00
4260,24.1,,2.2,250.0,73.0,21.8,18.9,992.9,1002.5,0.9,2.15,,,9.0,Sc,5.0,992,32.0,27.4,24.1,23.0,23.1,2023-12-18 12:00:00
4261,24.9,,2.2,200.0,69.0,21.7,18.8,992.8,1002.5,0.4,2.14,,,9.0,Sc,6.0,850,32.4,28.1,25.0,23.3,23.1,2023-12-18 13:00:00
4262,24.7,,2.9,200.0,72.0,22.4,19.3,992.3,1001.9,0.1,1.45,,,9.0,Sc,6.0,720,29.2,28.1,25.6,23.6,23.2,2023-12-18 14:00:00
4263,25.5,,2.4,250.0,68.0,22.1,19.1,991.6,1001.3,0.4,1.61,,,9.0,Sc,7.0,638,30.2,28.3,25.9,23.9,23.3,2023-12-18 15:00:00
4264,25.0,,2.2,270.0,74.0,23.4,20.0,992.4,1002.1,0.0,0.52,,,10.0,Sc,6.0,578,26.5,27.4,26.1,24.2,23.4,2023-12-18 16:00:00
4265,25.1,,2.2,270.0,70.0,22.2,19.2,992.5,1002.2,0.0,0.48,,,10.0,ScAs,8.0,796,26.4,26.8,26.0,24.4,23.5,2023-12-18 17:00:00
4266,25.0,,1.5,320.0,69.0,21.8,18.9,992.4,1002.1,0.0,0.52,,,10.0,ScAs,10.0,1125,25.9,26.5,25.9,24.5,23.6,2023-12-18 18:00:00
4267,24.9,,1.8,270.0,70.0,22.0,19.0,992.9,1002.6,0.0,0.24,,,,,6.0,1131,24.5,26.1,25.7,24.6,23.8,2023-12-18 19:00:00
4268,24.2,,1.4,250.0,72.0,21.7,18.8,992.8,1002.4,0.0,0.03,,,,,11.0,833,22.8,25.2,25.5,24.6,23.8,2023-12-18 20:00:00
4269,23.3,,1.3,250.0,71.0,20.2,17.7,993.0,1002.7,,,,,4.0,Ci,,1145,21.5,24.3,25.2,24.6,23.9,2023-12-18 21:00:00
4270,22.7,,2.0,270.0,77.0,21.2,18.4,993.4,1003.1,,,,,,,5.0,1099,20.9,23.6,24.7,24.5,23.9,2023-12-18 22:00:00
4271,22.3,,2.6,200.0,83.0,22.2,19.2,993.4,1003.1,,,,,,,3.0,490,21.6,23.4,24.4,24.4,24.0,2023-12-18 23:00:00
4272,22.2,,1.1,230.0,84.0,22.4,19.3,993.3,1003.1,,,,,8.0,Sc,5.0,482,21.2,23.2,24.1,24.3,23.9,2023-12-19 00:00:00
4273,22.2,,0.3,0.0,84.0,22.4,19.3,992.8,1002.5,,,,,,,4.0,610,21.7,23.0,23.9,24.2,23.9,2023-12-19 01:00:00
4274,22.4,0.0,0.6,90.0,84.0,22.7,19.5,992.1,1001.8,,,,,10.0,ScAs,5.0,667,22.0,23.1,23.7,24.0,23.9,2023-12-19 02:00:00
4275,22.4,0.0,0.6,20.0,86.0,23.2,19.9,990.7,1000.4,,,,,10.0,ScAs,7.0,618,22.0,23.1,23.7,24.0,23.8,2023-12-19 03:00:00
4276,22.3,0.0,0.9,50.0,88.0,23.7,20.2,990.4,1000.1,,,,,10.0,StNs,3.0,298,22.0,23.0,23.6,23.9,23.7,2023-12-19 04:00:00
4277,22.1,0.0,0.4,0.0,93.0,24.7,20.9,990.0,999.7,,,,,10.0,ScAs,8.0,333,21.6,22.9,23.5,23.8,23.7,2023-12-19 05:00:00
4278,22.0,0.1,0.4,0.0,90.0,23.7,20.2,990.3,1000.0,0.0,0.04,,,9.0,Sc,8.0,373,21.9,22.8,23.5,23.7,23.7,2023-12-19 06:00:00
4279,22.7,,0.4,0.0,81.0,22.2,19.2,989.8,999.5,0.4,0.4,,,7.0,ScCi,9.0,866,22.9,22.9,23.4,23.6,23.6,2023-12-19 07:00:00
4280,24.2,,1.0,180.0,73.0,22.0,19.0,989.8,999.4,1.0,0.96,,,9.0,Sc,11.0,1581,25.9,23.7,23.4,23.6,23.5,2023-12-19 08:00:00
4281,24.8,,1.1,140.0,75.0,23.4,20.0,990.3,1000.0,0.0,0.63,,,9.0,Sc,6.0,1418,25.9,24.7,23.7,23.6,23.5,2023-12-19 09:00:00
4282,25.3,,0.6,160.0,70.0,22.5,19.4,990.2,999.8,0.0,0.7,,,9.0,Sc,7.0,1386,27.0,25.3,24.0,23.6,23.5,2023-12-19 10:00:00
4283,26.5,,1.8,140.0,64.0,22.1,19.1,989.8,999.4,0.3,1.3,,,9.0,Sc,11.0,1806,30.5,26.2,24.3,23.6,23.4,2023-12-19 11:00:00
4284,27.0,,2.0,160.0,68.0,24.1,20.5,988.9,998.5,0.2,1.3,,,9.0,ScCi,8.0,1863,29.7,27.2,24.9,23.7,23.5,2023-12-19 12:00:00
4285,27.2,,1.8,180.0,68.0,24.4,20.7,988.3,997.8,0.0,1.1,,,9.0,ScCi,8.0,1575,30.0,27.6,25.3,23.9,23.5,2023-12-19 13:00:00
4286,27.1,,3.0,200.0,72.0,25.8,21.6,987.6,997.1,0.0,0.91,,,9.0,Sc,6.0,1126,29.5,27.6,25.7,24.1,23.5,2023-12-19 14:00:00
4287,26.4,,3.7,230.0,76.0,26.1,21.8,987.8,997.4,0.0,1.01,,,9.0,Sc,7.0,1370,28.1,27.7,25.9,24.3,23.6,2023-12-19 15:00:00
4288,25.2,,3.6,230.0,81.0,25.8,21.6,988.0,997.6,0.0,0.5,,,10.0,ScAs,4.0,961,26.1,27.0,26.0,24.4,23.7,2023-12-19 16:00:00
4289,22.2,4.9,1.2,50.0,92.0,24.6,20.8,988.7,998.4,0.0,0.11,,,10.0,CuScNs,3.0,254,22.6,25.7,25.9,24.6,23.8,2023-12-19 17:00:00
4290,20.6,21.5,0.7,110.0,97.0,23.5,20.1,988.6,998.4,0.0,0.14,,,10.0,CbStNs,3.0,222,21.1,21.5,24.6,24.7,23.9,2023-12-19 18:00:00
4291,20.9,0.0,1.0,20.0,97.0,23.8,20.3,988.9,998.7,0.0,0.19,,,10.0,ScAs,6.0,1747,21.9,22.7,24.0,24.6,24.0,2023-12-19 19:00:00
4292,21.0,,0.1,0.0,96.0,23.8,20.3,989.4,999.2,0.0,0.02,,,,,5.0,1431,21.9,22.9,23.9,24.3,24.0,2023-12-19 20:00:00
4293,21.3,,0.3,0.0,94.0,23.7,20.2,989.7,999.5,,,,,10.0,ScAs,3.0,1314,21.8,22.9,23.7,24.2,24.0,2023-12-19 21:00:00
4294,21.6,0.0,1.1,200.0,94.0,24.1,20.5,989.6,999.3,,,,,10.0,ScAs,3.0,766,21.9,22.9,23.7,24.0,23.9,2023-12-19 22:00:00
4295,21.7,0.0,0.3,0.0,96.0,24.9,21.0,989.5,999.2,,,,,10.0,St,1.0,293,21.9,22.9,23.6,24.0,23.8,2023-12-19 23:00:00
4296,21.9,0.0,1.9,180.0,95.0,24.9,21.0,990.2,999.9,,,,,10.0,St,2.0,357,22.0,22.9,23.5,23.8,23.8,2023-12-20 00:00:00
4297,22.0,0.1,0.1,0.0,96.0,25.3,21.3,989.8,999.5,,,,,10.0,StNs,2.0,387,22.1,22.9,23.4,23.8,23.7,2023-12-20 01:00:00
4298,22.2,0.2,0.8,200.0,96.0,25.6,21.5,989.6,999.3,,,,,10.0,StNs,2.0,269,22.2,22.9,23.4,23.7,23.7,2023-12-20 02:00:00
4299,22.3,0.1,1.2,200.0,96.0,25.8,21.6,989.5,999.2,,,,,10.0,StNs,1.0,290,22.1,22.9,23.4,23.6,23.7,2023-12-20 03:00:00
4300,22.3,0.1,0.0,0.0,96.0,25.8,21.6,990.3,1000.0,,,,,10.0,ScAs,5.0,278,22.2,22.9,23.3,23.6,23.6,2023-12-20 04:00:00
4301,22.1,1.5,0.5,360.0,97.0,25.6,21.5,990.7,1000.4,,,,,10.0,StNs,2.0,152,22.1,22.8,23.3,23.5,23.6,2023-12-20 05:00:00
4302,21.9,4.5,0.2,0.0,97.0,25.3,21.3,990.8,1000.5,0.0,0.0,,,10.0,CuScNs,3.0,190,21.9,22.6,23.2,23.5,23.5,2023-12-20 06:00:00
4303,22.0,0.0,0.9,140.0,97.0,25.5,21.4,991.4,1001.1,0.0,0.03,,,10.0,ScAs,5.0,269,22.2,22.7,23.1,23.4,23.5,2023-12-20 07:00:00
4304,22.2,0.0,1.6,230.0,95.0,25.3,21.3,992.1,1001.8,0.0,0.26,,,9.0,Sc,5.0,389,23.4,22.8,23.1,23.4,23.5,2023-12-20 08:00:00
4305,22.9,,1.7,250.0,86.0,24.0,20.4,992.6,1002.3,0.3,0.76,,,9.0,Sc,5.0,538,25.9,23.7,23.2,23.3,23.4,2023-12-20 09:00:00
4306,24.4,,2.1,270.0,76.0,23.1,19.8,992.9,1002.5,0.6,1.58,,,9.0,Sc,6.0,617,30.6,25.1,23.5,23.3,23.3,2023-12-20 10:00:00
4307,24.8,,1.8,270.0,74.0,23.1,19.8,993.4,1003.1,0.3,1.41,,,9.0,Sc,7.0,644,31.0,26.2,24.1,23.3,23.3,2023-12-20 11:00:00
4308,26.1,,2.2,290.0,67.0,22.5,19.4,993.2,1002.8,0.7,2.15,,,7.0,Sc,7.0,758,33.8,27.8,24.7,23.5,23.3,2023-12-20 12:00:00
4309,26.8,,2.0,270.0,65.0,22.8,19.6,993.1,1002.7,0.8,2.37,,,7.0,Sc,8.0,732,34.6,29.3,25.6,23.7,23.3,2023-12-20 13:00:00
4310,27.8,,2.1,270.0,57.0,21.2,18.4,993.1,1002.7,1.0,2.62,,,5.0,Sc,9.0,760,36.2,30.5,26.4,24.0,23.4,2023-12-20 14:00:00
4311,28.4,,2.8,290.0,63.0,24.3,20.6,993.3,1002.8,1.0,2.47,,,4.0,Sc,9.0,742,35.8,31.1,27.1,24.3,23.5,2023-12-20 15:00:00
4312,29.0,,2.3,290.0,57.0,22.8,19.6,993.4,1002.9,1.0,2.36,,,4.0,Sc,10.0,987,35.5,31.5,27.7,24.7,23.6,2023-12-20 16:00:00
4313,28.5,,2.6,270.0,60.0,23.2,19.9,993.3,1002.8,1.0,1.33,,,3.0,Sc,10.0,1014,31.6,30.7,28.1,25.1,23.8,2023-12-20 17:00:00
4314,28.1,,1.9,290.0,60.0,22.7,19.5,993.3,1002.9,0.9,1.05,,,3.0,ScCi,10.0,959,28.0,29.7,28.1,25.4,23.9,2023-12-20 18:00:00
4315,27.1,,1.1,250.0,64.0,22.8,19.6,993.5,1003.1,0.4,0.28,,,,,,829,25.6,28.2,27.8,25.6,24.1,2023-12-20 19:00:00
4316,26.2,,1.5,290.0,70.0,23.7,20.2,993.9,1003.5,0.4,0.12,,,,,,792,23.6,26.9,27.3,25.7,24.3,2023-12-20 20:00:00
4317,25.2,,1.4,290.0,75.0,24.0,20.4,995.1,1004.8,,,,,9.0,Ci,,644,22.7,25.9,26.8,25.7,24.4,2023-12-20 21:00:00
4318,24.2,,1.3,290.0,80.0,24.1,20.5,995.9,1005.6,,,,,,,74.0,500,21.9,25.1,26.2,25.6,24.5,2023-12-20 22:00:00
4319,23.5,,1.4,270.0,83.0,24.0,20.4,996.5,1006.2,,,,,,,,436,21.4,24.4,25.7,25.5,24.6,2023-12-20 23:00:00
4320,23.0,,1.9,270.0,84.0,23.5,20.1,997.3,1007.0,,,,,6.0,ScCi,8.0,375,21.1,23.9,25.3,25.3,24.5,2023-12-21 00:00:00
4321,22.6,,0.3,0.0,85.0,23.2,19.9,997.4,1007.2,,,,,,,8.0,323,20.8,23.6,24.9,25.2,24.5,2023-12-21 01:00:00
4322,22.2,,1.0,320.0,88.0,23.5,20.1,997.6,1007.4,,,,,,,6.0,295,20.3,23.1,24.6,24.9,24.5,2023-12-21 02:00:00
4323,21.9,,0.9,290.0,88.0,23.1,19.8,998.0,1007.8,,,,,6.0,StCc,6.0,274,20.0,22.7,24.3,24.8,24.4,2023-12-21 03:00:00
4324,21.7,,0.1,0.0,93.0,24.1,20.5,998.0,1007.8,,,,,6.0,St,7.0,244,20.0,22.5,23.9,24.6,24.4,2023-12-21 04:00:00
4325,21.7,,0.6,50.0,88.0,22.8,19.6,998.5,1008.3,,,,,9.0,St,6.0,289,21.1,22.5,23.7,24.4,24.3,2023-12-21 05:00:00
